"id","cluster","priority","intent","locale","title","primary_keyword","slug_or_route","recommended_page_type","target_audience","related_platforms","related_use_cases","index_policy","content_status","notes"
"blog_096","AI prompt / advanced","P2","how-to","ru","Как описать модель для одежды","как описать модель для одежды","/ru/blog/topic-096","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","clothing-on-model","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_096","AI prompt / advanced","P2","how-to","en","How to describe a model for clothing photos","how to describe a model for clothing photos","/en/blog/topic-096","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","clothing-on-model","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_097","AI prompt / advanced","P2","how-to","ru","Как сделать AI-фон без изменения товара","как сделать ai-фон без изменения товара","/ru/blog/topic-097","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_097","AI prompt / advanced","P2","how-to","en","How to create an AI background without changing the product","how to create an ai background without changing the product","/en/blog/topic-097","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_098","AI prompt / advanced","P0","how-to","ru","Как заставить AI сохранить товар","как заставить ai сохранить товар","/ru/blog/topic-098","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_098","AI prompt / advanced","P0","how-to","en","How to make AI preserve the product","how to make ai preserve the product","/en/blog/topic-098","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_099","AI prompt / advanced","P2","how-to","ru","Как проверить, что AI не изменил товар","как проверить, что ai не изменил товар","/ru/blog/topic-099","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_099","AI prompt / advanced","P2","how-to","en","How to check that AI did not change the product","how to check that ai did not change the product","/en/blog/topic-099","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_100","AI prompt / advanced","P2","how-to","ru","Как использовать Vitrina AI Studio для контент-плана магазина","как использовать vitrina ai studio для контент-плана магазина","/ru/blog/topic-100","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","marketplace-content-manager-workflow","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_100","AI prompt / advanced","P2","how-to","en","How to use Vitrina AI Studio for a store content plan","how to use vitrina ai studio for a store content plan","/en/blog/topic-100","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","marketplace-content-manager-workflow","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
